id,name,argument
1,34.txt,"(cf. e.g., Eur. Court H.R., Unterpertinger
judgment of 24 November 1986, Series A no. 110, p. 14, para. 29)."
2,34.txt,"(Eur. Court H.R., Klaas judgment of 22 September 1993,
Series A no. 269-A, pp. 17-18, paras. 29-30)."
3,34.txt,"(e.g., Eur. Court H.R., Cardot
judgment of 19 March 1991, Series A no. 200, p. 18, para. 34)."
4,34.txt,"A complaint to the Commission must
therefore have been made at least in substance in the proceedings
before the competent domestic organs"
5,34.txt,"In the present case that the Commission finds that the first
applicant has not shown that complaints 1(a) to (g), (i) to (n) and (p)
were raised at least in substance before the domestic courts."
6,34.txt,"He has
not therefore exhausted the remedies available to him under Swedish law
in respect of these complaints."
7,34.txt,"Moreover, the Commission finds no
special circumstance which might have absolved this applicant,
according to the generally recognised rules of international law, from
exhausting the domestic remedies at his disposal."
8,34.txt," Limiting its examination of the fairness of the proceedings to
the first applicant's complaints 1 (h) and (o), the Commission observes
that he availed himself of his right to challenge Ms. Ekberg's report
by making a request to hear another expert."
9,34.txt,"Accordingly, the Commission will have regard to them when examining the
facts under Article 6 para. 1 (Art. 6-1)."
10,34.txt,"It follows
that it cannot examine whether or not the first applicant was guilty
or innocent."
11,34.txt,"It follows that these
complaints must be rejected for non-exhaustion of domestic remedies
under Article 27 para. 3 (Art. 27-3) of the Convention."
12,34.txt,"There is thus no indication
that there was in this respect a lack of ""equality of arms"" between the
first applicant and the prosecution."
13,34.txt," In conclusion, there is no indication that the first
applicant was denied a fair trial in this respect."
14,34.txt,"in that, as a result, the second
applicant was kept in public care."
15,34.txt,"The Commission finds no appearance
of such a violation."
16,34.txt,"The first and the second applicant complain that the first
applicant was prohibited from taking the second applicant home on his
release from his pre-trial detention,"
17,34.txt,"The Commission recalls that under Article 26 (Art. 26) of the
Convention it may only deal with a complaint within a period of six
months from the date on which the final decision was taken."
18,34.txt,"It observes
that the prohibition complained of was issued on 28 January 1991 and
became obsolete at the latest on 20 June 1991, when the County
Administrative Court ordered the second applicant's placement in public
care."
19,34.txt,"The present application, however, was lodged on 16 November 1992,
that is more than six months later."
20,34.txt,"Furthermore, an examination of the
case does not disclose the existence of any special circumstances which
might have interrupted or suspended the running of that period."
21,34.txt,"The Commission observes that the refusal at issue dates back to
28 January 1991."
22,34.txt,"Examining the complaint under Article 6 para. 2 (Art. 6-2) of the
Convention, the Commission finds no appearance of a violation of these
applicants' rights."
23,34.txt,"The Commission finds this complaint
unsubstantiated."
24,34.txt,"The Commission recalls that ""family life"" within the meaning of
Article 8 (Art. 8) may include at least the ties between near relatives
such as grandparents and grandchildren (e.g., Eur. Court H.R., Marckx
judgment of 13 June 1979, Series A no. 31, p. 21, para. 45)."
25,34.txt,"However,
the existence of ""family life"" will depend on a number of factors and
on the particular circumstances of each case (cf., e.g., No. 12763/87,
Dec. 14.7.88, D.R. 57 p. 216)."
26,34.txt,"The second applicant is the child of the first applicant in his
marriage to S. The first and the second applicant therefore constitute
a ""family"" ipso jure"
27,34.txt,"(e.g., Eur. Court H.R., Hokkanen judgment of
23 September 1994, Series A no. 299-A, para. 54)."
28,34.txt,"Moreover, up to his
placement in public care the third and the fourth applicant were
significantly involved in the everyday upbringing of the second
applicant."
29,34.txt,"The Commission recalls that the placement order was based on the
1990 Act and was, accordingly, made in accordance with the law."
30,34.txt,"The
interference furthermore had the legitimate aims of protecting the
second applicant's ""health or morals"" as well as his ""rights and
freedoms"" in general."
31,34.txt,"Accordingly, the Commission concludes that the interference with
the applicants' rights under Article 8 para. 1 (Art. 8-1) can
reasonably be regarded as ""necessary in a democratic society"" within
the meaning of para. 2 (Art. 8-2) of that provision in the interests
of the second applicant."
32,34.txt,"(cf.
Eur. Court H.R., Olsson judgment of 24 March 1988, Series A no. 130,
pp. 31-32, para. 67)."
33,34.txt,"Regard must also be
had to the margin of appreciation left to the Contracting States"
34,34.txt,"The Commission's review is not limited to
ascertaining whether the State has exercised its discretion reasonably,
carefully and in good faith."
35,34.txt,"It cannot confine itself to considering
the relevant decisions in isolation but must look at them in the light
of the case as a whole."
36,34.txt,"It must determine whether the reasons adduced
to justify the interference at issue are ""relevant and sufficient""
(cf. the above-mentioned Olsson judgment, p. 32, para. 68)."
37,34.txt,"In the
present case the Commission notes, in particular, the expert evidence
submitted by the second applicant's present therapist, recommending
that the therapy should continue."
38,34.txt,"However, before the County
Administrative Court the other applicants gave reason to believe that
they would discontinue this therapy if the second applicant's public
care were to be revoked."
39,34.txt,"The Court took this into account when
maintaining public care."
40,34.txt,"It further considered that implementation of
the public care in the third and the fourth applicant's home could lead
to a conflict of interests jeopardising the care, given the other
applicants' objections to the therapy provided as well as the third and
the fourth applicant's belief that the first applicant was innocent."
41,34.txt," In the light of the above and having regard to the State's margin
of appreciation the Commission finds that the public care of the second
applicant has been based on relevant and sufficient reasons and that
the Swedish courts could reasonably find it necessary to maintain his
care."
42,34.txt,"Accordingly, the Commission concludes that the interference with
the applicants' rights under Article 8 para. 1 (Art. 8-1) can
reasonably be regarded as ""necessary in a democratic society"" within
the meaning of para. 2 (Art. 8-2) of that provision in the interests
of the second applicant."
43,34.txt,"The Commission recalls that under Article 26 (Art. 26) of the
Convention it may only deal with the matter within a period of six
months from the date on which the final decision was taken."
44,34.txt,"If the
object of a complaint is not a decision, but an ongoing situation, the
six months' period starts at the time when the situation ceases to
exist (see, e.g., No. 11123/84, Dec. 9.12.87, D.R. 54 p. 52)."
45,34.txt," The Commission observes that the second applicant was transferred
from the first ""family home"" to his present ""family home"" on 25 July
1991, whereas the present application was lodged on 16 November 1992,
i.e. more than six months later."
46,34.txt,"Furthermore, an examination of the
case does not disclose the existence of any special circumstances which
might have interrupted or suspended the running of that period."
47,34.txt," The Commission cannot find that the second applicant's placement
in the ""family home"" and the related access restrictions amount to a
deprivation of his liberty within the meaning of Article 5 (Art. 5) of
the Convention."
48,34.txt,"The applicant's request was examined by the Social Council in
December 1992."
49,34.txt,"The applicant's appeal to the County Administrative
Court was decided upon in May 1993 following an oral hearing."
50,34.txt,"His
further appeal to the Administrative Court of Appeal was decided upon
in September 1993, also after an oral hearing."
51,34.txt,"Leave to appeal was
refused by decision of the Supreme Administrative Court on 26 May 1994.
"
52,34.txt,"The court proceedings involving three courts and two oral
hearings thus lasted less than one and a half year."
53,34.txt,"(e.g., Eur.
Court H.R., Vernillo judgment of 20 February 1991, Series A no. 198,
p. 12, para. 30)."
