id,name,argument
1,32.txt,"   Article 10 (Art. 10) of the Convention provides:

      ""1.  Everyone has the right to freedom of expression. This
      right shall include freedom to hold opinions and to receive
      and impart information and ideas without interference by
      public authorities and regardless of frontiers..."
2,32.txt,"  The applicant contends that the disclosure order breached his
duty of confidentiality to his source and was not ""prescribed by law"","
3,32.txt," Further, the
applicant considers that there was no pressing social need for the
restraint,"
4,32.txt," The restraint was
also not proportionate to the aim,"
5,32.txt,"since  the law permitting such orders is not formulated with sufficient
precision to enable the individual to foresee with reasonable certainty
when it will be applied."
6,32.txt,"In particular, he argues that the criterion
of the ""interests of justice"" is insufficiently certain and renders
impossible the task of a journalist in assessing whether or not he can
give a source an undertaking not to reveal his identity."
7,32.txt,"since X Ltd. was already protected by the injunction against
publication of confidential information in the press and had made no
use of alternative means of identifying the source."
8,32.txt,"since it included the threat to the
applicant of up to two years' imprisonment and has cast a
disproportionate chilling effect on the free flow of information to the
public generally.
"
9,32.txt,"refer to domestic case-law as
indicating that  the relevant principle is well-established, accessible
and foreseeable in its application and consequences."
10,32.txt,"for the purpose of protecting the
rights of others and for preventing the disclosure of information
received in confidence."
11,32.txt,"They submit that Section 10 of the 1981 Act
gives recognition to the high public importance of protecting the free
flow of information to the press and provides a heavy presumption
against ordering disclosure."
12,32.txt,"The interest of protecting journalistic
sources cannot however outweigh all others and, they argue, in the
assessment of whether ""the interests of justice"" required disclosure
in this particular case, the domestic courts gave full and reasoned
consideration to all the competing interests."
13,32.txt,"The Government contend
that having regard to the margin of appreciation, accorded to
Contracting States, there is no ground on which the Commission in its
supervisory jurisdiction can substitute its own opinion for that of the
courts."
14,32.txt,"The Government submit
however that the interference was ""prescribed by law"" within the
meaning of the second paragraph,"
15,32.txt," The Government further submit that the interference was
""necessary in a democratic society"""
16,32.txt,"The Commission considers that the applicant's complaints under
Article 10 (Art. 10) of the Convention raise complex issues of fact and
law, the determination of which should depend on a full examination of
the merits."
