id,name,argument
1,33.txt,"To the extent that the absence of an oral hearing is raised, the
respondent Government also rely on the Austrian reservation to Article
6 (Art. 6) of the Convention."
2,33.txt,"They also point out that the applicant
did not make a complaint about the absence of a hearing before the
Administrative Court."
3,33.txt,"because it cannot cover offences which were not in force
at the date of the reservation."
4,33.txt," In connection with Article 144 para. 2 of the Federal
Constitution, the Government consider that, although the provision
provides for non-acceptance of a constitutional complaint on grounds
which were not in force in 1958 when the reservation was made"
5,33.txt,"The Government point out that any appeal
lodged with the Constitutional Court against a decision is subject to
comprehensive review."
6,33.txt,"The applicant in this respect considers that the
Constitutional Court's jurisdiction has been limited subsequ
entry into force of Article 144 para. 2 of the Federal Constitution,"
7,33.txt,"as it is not intended to have legally binding effects on the
interpretation."
8,33.txt,"They point out that the facts relating to the offence were committed
on 1 January 1987, that the first instance authority decided the case
on 16 July 1987 and the second instance authority on 27 July 1988,
whereas Protocol No. 7 entered into force on 1 November 1988."
9,33.txt," With regard to the declaration made by Austria when
ratifying Protocol No. 7, the Government submit first that the
declaration is not required to comply with Article 64 (Art. 64) of the
Convention"
10,33.txt,"Finally, they consider that Article 4 of Protocol No. 7
(P7-4) has in any event been complied with as it applies only where the
facts and legal provisions are to be regarded as a unit."
11,33.txt,"Thus, they
conclude that Article 4 of Protocol No. 7 (P7-4) proscribes proceedings
being brought against a person twice under the same provision, but that
if by a single act an offender contravenes several provisions, he may
nevertheless be convicted under these. "
12,33.txt,"The Government underline that
the offence of causing death under the influence of drink contained in
Article 81 para. 2 of the Criminal Code is different in character from
the provision of Section 5 para. 1 of the Road Traffic Act"
13,33.txt,"The applicant underlines that for
the individual concerned the principle ""ne bis in idem"" must apply to
every punishable act, and not merely to the provision of law."
14,33.txt,"He
points out that both criminal and administrative authorities apply a
level of 0.8 per mille as constituting a state of inebriation.
"
15,33.txt,"as
it is not clear whether it covers double or multiple convictions only
by the Austrian criminal courts, or double or multiple convictions by
Austrian criminal courts on the one hand and Austrian administrative
criminal authorities on the other."
16,33.txt,"The Commission finds that the complaint relating to the
presumption of innocence was not made in the applicant's application
form or in correspondence with the Commission's Secretariat. "
17,33.txt,"The mere
fact that, by virtue of general words a complaint is not excluded from
an application, is not sufficient to regard that complaint as having
been made. "
18,33.txt,"They point out that the facts relating to the offence were committed
on 1 January 1987, that the first instance authority decided the case
on 16 July 1987 and the second instance authority on 27 July 1988,
whereas Protocol No. 7 entered into force on 1 November 1988."
19,33.txt,"The
Government submit that because the Administrative Court is required to
review a decision under administrative criminal law on the basis of the
substantive law at the date of commission of the offence (or at the
date of the first instance decision if more advantageous to a
defendant), the fact that the Administrative Court took its decision
five months after the Protocol had entered into force does not affect
the position"
20,33.txt,"The Commission finds that these complaints raise complex issues
of law under the Convention, including questions concerning the
Austrian reservations to Articles 5 and 6 (Art. 5, 6) of the
Convention, the Austrian declaration to Protocol No. 7 (P7) to the
Convention and questions concerning the competence of the Commission
ratione temporis to deal with the complaints under Protocol No. 7 (P7),
the determination of which must be reserved to an examination of the
merits."
21,33.txt,"This part of the application must accordingly be rejected
under Article 26 in conjunction with Article 27 para. 3 (Art. 26+27-3)
of the Convention as having been introduced out of time."
