id,name,argument
1,35.txt,"It is therefore to be regarded as a sentence fixed by law
in respect of the gravity of the offence concerned."
2,35.txt,"They submit that
mandatory and discretionary life sentences differ in fundamental
respects, both in nature and applicable procedures."
3,35.txt,"Pursuant to the
judgments of the Court, Article 5 para. 4 (Art. 5-4) does not grant an
entitlement  to a prisoner serving a mandatory life sentence to
periodic judicial assessment of the grounds for his detention after the
expiry of his tariff"
4,35.txt,"(cf. Eur. Court H.R., Weeks judgment of
2 March 1987, Series A no. 114, and Thynne, Wilson and Gunnell judgment
of 25 October 1990, Series A no. 190-A)."
5,35.txt,"It should be assimilated to discretionary life sentences for
adults in respect of which the European Court of Human Rights has held
that Article 5 para. 4 of the Convention requires judicial rather than
executive control after the expiry of the punitive or ""tariff"" part of
their sentence."
6,35.txt,"Since the only justification for his detention is risk
or ""dangerousness"", which is a factor susceptible to change,"
7,35.txt,"Her Majesty's Pleasure does not satisfy the
requirements of Article 5 para. 4 (Art. 5-4) since the Parole Board,
save immediately after recall, is unable to order release, the ultimate
decision resting with the executive. An applicant also has no right to
an oral hearing before the Board or to call his own witnesses or to
question the witnesses against him.

      The Commission has taken cognizance of the submissions of the
parties concerning the complaints raised by the applicant."
8,35.txt,"It considers
that the complaints raise serious issues of fact and law the
determination of which should depend on an examination on the merits."
9,35.txt,"since the Parole Board,
save immediately after recall, is unable to order release, the ultimate
decision resting with the executive."
10,35.txt,"An applicant also has no right to
an oral hearing before the Board or to call his own witnesses or to
question the witnesses against him."
