id,name,argument
1,39.txt,"The Order merely allows the trier of fact
to draw such inferences as common sense dictates."
2,39.txt,"In the present case,
there was a formidable case against the applicant which called for
evidence from the applicant if there was an innocent explanation for
his conduct."
3,39.txt,"The burden of proof remained throughout on the
prosecution."
4,39.txt,"As regards the denial of access by the applicant to his solicitor
for 48 hours, the Government contend that this delay did not
disadvantage the applicant in the conduct of his defence and"
5,39.txt,"Since
the police have similar powers to delay access in England and Wales,"
6,39.txt,"The difference in this respect between the position in
England and Wales and that in Northern Ireland, based as it was solely
on the geographical location at which a person was arrested and
detained,"
7,39.txt,"Further, the denial
of access by the applicant to his solicitor for 48 hours and the
discriminatory practice of not permitting solicitors to be present at
any stage while a person arrested under prevention of terrorism
provisions is being interviewed,"
8,39.txt,"The discriminatory element derives, inter alia, from the
fact that in England and Wales, contrary to the practice in Northern
Ireland, all detained persons, including those detained under
prevention of terrorism legislation, are permitted to have their legal
representative present during the police interviews."
9,39.txt,"It considers that the applicant's complaints raise serious
issues of fact and law under the Convention, the determination of which
should depend on an examination of the merits."
10,39.txt,"As regards the refusal of permission to the applicant's solicitor
to be present during his interviews with the police"
11,39.txt,"The applicant submits that the 1988 Order, which permits
inferences to be drawn from the failure of an accused to answer police
questions or to give evidence, and the reliance placed upon it by the
trial judge in the instant case,"
12,39.txt,"The very strong inferences drawn by the trial judge
in the applicant's case played a crucial role in his conviction."
13,39.txt,"It is
submitted that it is a generally recognised principle of international
law that an accused person cannot be required to incriminate himself,
that Article 6 (Art. 6) of the Convention enshrines this principle, and
that the drawing of an incriminating inference from an accused's
failure to give evidence infringes his right to a fair trial.
"
14,39.txt,"The applicant also submits that the drawing of an incriminating
inference from the failure of an accused person to give evidence has
the effect of placing the burden of proof on an accused and is
manifestly inconsistent with the presumption of innocence guaranteed
in Article 6 para. 2 (Art. 6-2) of the Convention."
