id,name,argument
1,13.txt,"As regards the first set of proceedings, the period to be taken into consideration began on 3 January 1990 and ended on 22 May 1999."
2,13.txt,"Thus, they lasted more than nine years and four months. "
3,13.txt,"As regards the second set of proceedings, the period to be taken into consideration began on 4 September 1990 and ended on 25 February 1999."
4,13.txt,"Thus, they lasted for more than eight years and five months."
5,13.txt,The Court notes that this complaint is not manifestly ill-founded within the meaning of Article 35 § 3 of the Convention.
6,13.txt,It further notes that it is not inadmissible on any other grounds.
7,13.txt,"(see, among many other authorities, Frydlender v. France [GC], no. 30979/96, § 43, ECHR 2000-VII)."
8,13.txt,"The Court reiterates that the reasonableness of the length of proceedings must be assessed in the light of the circumstances of the case and with reference to the criteria established by its case-law, particularly the complexity of the case, the conduct of the applicant and of the relevant authorities and what was at stake for the applicant in the dispute"
9,13.txt,"The Court considers that the present proceedings can clearly be distinguished from the custody proceedings, as they concerned merely the fixing of maintenance payments and were not particularly complex. "
10,13.txt,As regards the conduct of the applicant the Court has consistently held that applicants cannot be blamed for making full use of the remedies available to them under domestic law.
11,13.txt,"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded"
12,13.txt,"In the present case, the Court acknowledges that the applicant had filed numerous requests, complaints and motions and had repeatedly failed to obey the authorities' summons."
13,13.txt,"Although such conduct contributed to prolonging the proceedings, it is not in itself sufficient to explain the length of the extensive proceedings. "
14,13.txt,"  On the other hand, the Court notes that there are substantial delays attributable to the authorities."
15,13.txt,"In particular, in the first set of proceedings, there is a period of inactivity of more than two years (from 3 January 1990 to 10 February 1992) while the case was pending before the Vienna Juvenile Court, and a further one of six years (from 13 May 1992 to 20 May 1998) before that court took a new decision after the first one had been quashed on appeal."
16,13.txt,"The Court cannot find that the Government has given sufficient explanation for these delays that occurred."
17,13.txt,"In the second set of proceedings, there is a period of inactivity of some three years (from 4 September 1990 to 10 August 1993), while the case was pending before the Vienna Juvenile Court, and a further such period of three years and seven months (from 5 January 1995 to 5 August 1998) before that court took a new decision after the first one had been quashed on appeal."
18,13.txt,"(see Erkner and Hofbauer v. Austria, no. 9616/81, Commission decision of 23 April 1987, A 117, § 68) "
