id,name,argument
1,20.txt,The Court observes that not every sexual activity carried out behind closed doors necessarily falls within the scope of Article 8 (art. 8).
2,20.txt,"In the present case, the applicants were involved in consensual sado-masochistic activities for purposes of sexual gratification."
3,20.txt,"There can be no doubt that sexual orientation and activity concern an intimate aspect of private life (see, mutatis mutandis, the Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no. 45, p. 21, para. 52)."
4,20.txt,"However, a considerable number of people were involved in the activities in question which included, inter alia, the recruitment of new ""members"", the provision of several specially equipped ""chambers"", and the shooting of many videotapes which were distributed among the ""members"" (see paragraphs 8 and 9 above)."
5,20.txt,"It may thus be open to question whether the sexual activities of the applicants fell entirely within the notion of ""private life"" in the particular circumstances of the case."
6,20.txt,"However, since this point has not been disputed by those appearing before it, the Court sees no reason to examine it of its own motion in the present case."
7,20.txt,"(see, mutatis mutandis, the Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no. 45, p. 21, para. 52)."
8,20.txt,"This submission was contested by the Government and by a majority of the Commission."
9,20.txt," In support of their submission, the applicants alleged that all those involved in the sado-masochistic encounters were willing adult participants; that participation in the acts complained of was carefully restricted and controlled and was limited to persons with like-minded sado-masochistic proclivities; that the acts were not witnessed by the public at large and that there was no danger or likelihood that they would ever be so witnessed; that no serious or permanent injury had been sustained, no infection had been caused to the wounds, and that no medical treatment had been required."
10,20.txt,"Furthermore, no complaint was ever made to the police - who learnt about the applicants’ activities by chance (see paragraph 8 above)."
11,20.txt," In fact, in the present case, some of these acts could well be compared to ""genital torture"" and a Contracting State could not be said to have an obligation to tolerate acts of torture because they are committed in the context of a consenting sexual relationship."
12,20.txt,"The State was moreover entitled to prohibit activities because of their potential danger."
13,20.txt,"In this respect, acts of torture - such as those in issue in the present case - may be banned also on the ground that they undermine the respect which human beings should confer upon each other."
14,20.txt,"In any event, the whole issue of the role of consent in the criminal law is of great complexity and the Contracting States should enjoy a wide margin of appreciation to consider all the public-policy options."
