id,name,argument
1,27.txt,"Moreover, the interrogation of the witnesses should in their contention not have taken place before the investigating judge."
2,27.txt,"It would in their view have been feasible to have the police officers questioned in open court, wearing disguise if need be."
3,27.txt,"In addition, the applicants considered that they had not had sufficient opportunity to challenge and question the police officers. "
4,27.txt,"They drew attention to the conditions under which the interrogation of the anonymous witnesses had taken place."
5,27.txt,"The anonymous police officers had been confined in a room with the investigating judge, separated from the applicants and their lawyers; it had not been possible for the applicants or their lawyers to discover whether there had been any other person in that room or what was going on there."
6,27.txt,Not all the questions asked by the defence had been answered.
7,27.txt,"Finally, the applicants claimed that their conviction had been based ""to a decisive extent"" on the evidence given by anonymous witnesses."
8,27.txt,"The only evidence relied on by the Court of Appeal positively identifying the applicants had been that given by anonymous police officers."
9,27.txt,"This was borne out by the fact that Mr Engelen, the one named witness who in the earlier stages of the proceedings had made statements incriminating one of the applicants, had not been granted anonymity and it had not been suggested that he had at any time been threatened."
10,27.txt,"   In the Court’s opinion, the balancing of the interests of the defence against arguments in favour of maintaining the anonymity of witnesses raises special problems if the witnesses in question are members of the police force of the State. "
11,27.txt,"Although their interests - and indeed those of their families - also deserve protection under the Convention, it must be recognised that their position is to some extent different from that of a disinterested witness or a victim."
12,27.txt,They owe a general duty of obedience to the State’s executive authorities and usually have links with the prosecution; for these reasons alone their use as anonymous witnesses should be resorted to only in exceptional circumstances.
13,27.txt,"In addition, it is in the nature of things that their duties, particularly in the case of arresting officers, may involve giving evidence in open court."
14,27.txt,"On the other hand, the Court has recognised in principle that, provided that the rights of the defence are respected, it may be legitimate for the police authorities to wish to preserve the anonymity of an agent deployed in undercover activities, for his own or his family’s protection and so as not to impair his usefulness for future operations (see the above-mentioned Lüdi judgment, p. 21, para. 49)."
15,27.txt,"Having regard to the place that the right to a fair administration of justice holds in a democratic society, any measures restricting the rights of the defence should be strictly necessary."
16,27.txt,"If a less restrictive measure can suffice then that measure should be applied."
17,27.txt,"The defence was thus not only unaware of the identity of the police witnesses but were also prevented from observing their demeanour under direct questioning, and thus from testing their reliability (see the above-mentioned Kostovski judgment, p. 20, para. 42 in fine)."
18,27.txt,"It has not been explained to the Court’s satisfaction why it was necessary to resort to such extreme limitations on the right of the accused to have the evidence against them given in their presence, or why less far-reaching measures were not considered."
19,27.txt," In the present case, the police officers in question were in a separate room with the investigating judge, from which the accused and even their counsel were excluded."
20,27.txt,All communication was via a sound link.
21,27.txt,"It should be noted that the explanatory memorandum of the bill which became the Act of 11 November 1993 (see paragraph 42 above) refers in this connection to the possibilities of using make-up or disguise and the prevention of eye contact."
22,27.txt,Nor is the Court persuaded that the Court of Appeal made sufficient effort to assess the threat of reprisals against the police officers or their families.
23,27.txt,It does not appear from that court’s judgment that it sought to address the question whether the applicants would have been in a position to carry out any such threats or to incite others to do so on their behalf.
24,27.txt,Its decision was based exclusively on the seriousness of the crimes committed
25,27.txt,"In this connection, it is to be noted that Mr Engelen, a civilian witness who in the early stages of the proceedings had made statements identifying one of the applicants as one of the perpetrators, did not enjoy the protection of anonymity and it has not been claimed that he was at any time threatened."
26,27.txt," It is true - as noted by the Government and the Commission (see paragraph 48 above) - that the anonymous police officers were interrogated before an investigating judge, who had himself ascertained their identity and had, in a very detailed official report of his findings, stated his opinion on their reliability and credibility as well as their reasons for remaining anonymous."
27,27.txt,However these measures cannot be considered a proper substitute for the possibility of the defence to question the witnesses in their presence and make their own judgment as to their demeanour and reliability.
28,27.txt,"It thus cannot be said that the handicaps under which the defence laboured were counterbalanced by the above procedures."
29,27.txt," Moreover, the only evidence relied on by the Court of Appeal which provided positive identification of the applicants as the perpetrators of the crimes were the statements of the anonymous police officers."
30,27.txt,"That being so the conviction of the applicants was based ""to a decisive extent"" on these anonymous statements."
