kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"(see, mutatis mutandis, the Otto-Preminger-Institut judgment cited above at paragraph 46, p. 19, para.",0,28#71,0,2,0,102,16,0.3853374719619751
none,"1) judgment of 26 April 1979, Series A no.",0,28#6,1,4,188,230,9,0.323286771774292
none,"10) apply not only to information or ideas that are favourably received or regarded as inoffensive, but also to those that shock or disturb.",0,28#61,1,2,81,221,24,0.5561505556106567
none,"10-2) expressly recognises, however, the exercise of that freedom carries with it duties and responsibilities.",0,28#20,1,2,35,145,16,0.3501719832420349
none,10-2) in the decisions of the national authorities must be considered.,0,28#39,2,3,93,163,12,0.350699782371521
none,2 of the Convention (art.,0,28#78,1,3,248,273,5,0.2848212420940399
none,"216, p. 30, para.",0,28#77,1,3,220,237,4,0.30966347455978394
none,"30, p. 30, para.",0,28#6,2,4,231,247,4,0.31293562054634094
none,"37, and the Goodwin v. the United Kingdom judgment of 27 March 1996, Reports of Judgments and Decisions 1996-II, pp.",0,28#7,3,6,449,565,21,0.41855308413505554
none,Artistic impressions are often conveyed through images and situations which may shock or disturb the feelings of a person of average sensitivity.,0,28#62,0,1,0,145,22,0.5206643342971802
none,As paragraph 2 of Article 10 (art.,0,28#20,0,2,0,34,7,0.30115804076194763
none,"As regards the content of the law itself, the Court observes that the English law of blasphemy does not prohibit the expression, in any form, of views hostile to the Christian religion.",0,28#79,0,1,0,185,32,0.46035057306289673
none,"As the Court has consistently held, the guarantees enshrined in Article 10 (art.",0,28#61,0,2,0,80,13,0.34882670640945435
none,"As the English courts have indicated (see paragraph 27 above), it is the manner in which views are advocated rather than the views themselves which the law seeks to control.",0,28#81,0,1,0,173,30,0.4743991494178772
none,"As the observations filed by the intervenors (see paragraph 5 above) show, blasphemy legislation is still in force in various European countries.",0,28#67,0,1,0,145,22,0.5019791722297668
none,"Furthermore, having viewed the film for itself, the Court is satisfied that the decisions by the national authorities cannot be said to be arbitrary or excessive.",0,28#27,0,1,0,162,27,0.41488564014434814
none,"Furthermore, this risk could have been reduced further by restricting the distribution of the film to licensed sex shops (see paragraph 23 above).",0,28#29,0,1,0,146,23,0.5141384601593018
none,Having reached the conclusion that they did as to the blasphemous content of the film it cannot be said that the authorities overstepped their margin of appreciation.,0,28#42,0,1,0,166,28,0.4586775302886963
none,"However, it is not for the European Court to rule in abstracto as to the compatibility of domestic law with the Convention.",0,28#15,0,1,0,123,22,0.42917415499687195
none,"I am unable to agree with the conclusion of the majority that the interference with the applicant's right to freedom of expression was ""necessary in a democratic society"".",0,28#55,0,1,0,171,28,0.5489011406898499
none,"In any event, the complete prohibition of a video work that contained no obscenity, no pornography and no element of vilification of Christ was disproportionate to the aim pursued.",0,28#24,0,1,0,180,29,0.5081804990768433
none,In cases of prior restraint (censorship) there is interference by the authorities with freedom of expression even though the members of the society whose feelings they seek to protect have not called for such interference.,0,28#57,0,1,0,222,35,0.5761124491691589
none,"In his submission, the expression ""rights of others"" in the present context only refers to an actual, positive right not to be offended.",0,28#10,0,1,0,136,23,0.5045201778411865
none,In the United Kingdom only two prosecutions concerning blasphemy have been brought in the last seventy years (see paragraph 27 above).,0,28#69,0,1,0,134,21,0.5218963623046875
none,In the present case no complaint had been made to the European Court under that Article (art.,0,28#45,0,2,0,93,17,0.3387271761894226
none,"In these circumstances, the applicant could not reasonably be expected to foresee the result of the Board's speculations.",0,28#2,0,1,0,121,18,0.5002509951591492
none,In this regard the scope of the offence of blasphemy and the safeguards inherent in the legislation are especially important.,0,28#38,0,1,0,125,20,0.5174947381019592
none,It certainly goes too far.,0,28#53,0,2,0,26,5,0.3789427578449249
none,It does not include a hypothetical right held by some Christians to avoid disturbance at the prospect of other people's viewing the video work without being shocked.,0,28#11,0,1,0,165,27,0.5900833606719971
none,It is against this background that the asserted justification under Article 10 para.,0,28#39,0,3,0,84,13,0.3367680311203003
