kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"(see paragraph 26 above), which the Court examined in its Wynne v. the United Kingdom judgment of 18 July 1994 (Series A no.",0.0,26#3,0,2,0,124,23,0.36366164684295654
none,"(see, inter alia, the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no.",0.0,26#1,0,3,0,104,19,0.3759101629257202
none,"(see, mutatis mutandis, the Kremzow v. Austria judgment of 21 September 1993, Series A no.",0.0,26#29,0,3,0,90,15,0.4715886116027832
none,"172, p. 13, para.",0.0,26#1,1,3,105,122,4,0.3070044219493866
none,"268-B, p. 45, para.",0.0,26#29,1,3,91,110,5,0.31814080476760864
none,3) of the Convention.,0.0,26#24,1,2,349,370,4,0.3429364264011383
none,5-4) of the Convention.,0.0,26#34,2,3,286,309,5,0.3555513024330139
none,5-4) presupposes the existence of a procedure in conformity with its requirements without the necessity of instituting separate legal proceedings in order to bring it about.,0.0,26#33,2,3,44,217,27,0.38751134276390076
none,5-4) requires an oral hearing in the context of an adversarial procedure involving legal representation and the possibility of calling and questioning witnesses.,0.0,26#31,2,3,288,449,24,0.45758169889450073
none,60-69) that the Parole Board does not satisfy the requirements of Article 5 para.,0.0,26#26,3,6,337,418,15,0.3707461953163147
none,"As in Thynne, Wilson and Gunnell (p. 30, para.",0.0,26#26,0,6,0,46,9,0.3366518020629883
none,"However, an indeterminate term of detention for a convicted young person, which may be as long as that person's life, can only be justified by considerations based on the need to protect the public.",0.0,26#22,0,1,0,198,34,0.6001935005187988
none,"However, the lack of adversarial proceedings before the Parole Board also prevents it from being regarded as a court or court-like body for the purposes of Article 5 para.",0.0,26#28,0,3,0,171,30,0.4779483675956726
none,"In any event, given the fact that the applicant's punitive period has now expired, the Court does not consider it necessary to examine this complaint.",0.0,26#2,0,1,0,150,25,0.5391786694526672
none,"In the case of young persons convicted of serious crimes, the corresponding sentence undoubtedly contains a punitive element and accordingly a tariff is set to reflect the requirements of retribution and deterrence.",0.0,26#21,0,1,0,215,32,0.5901080965995789
none,"In the first place, Article 5 para.",0.0,26#33,0,3,0,35,7,0.2735210359096527
none,"In this respect, the purpose of a sentence of detention during Her Majesty's pleasure is not wholly punitive in character but partly punitive and partly preventive.",0.0,26#6,0,1,0,164,26,0.5178799629211426
none,It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.,0.0,26#32,0,1,0,153,26,0.536371648311615
none,It is recalled that the applicant was sentenced to be detained during Her Majesty's pleasure because of his young age at the time of the commission of the offence.,0.0,26#20,0,1,0,163,29,0.48758193850517273
none,"The Court notes that, had the Parole Board's recommendations been binding on the Secretary of State, the applicant would have joined a pre-release employment scheme in July 1994.",0.0,26#35,0,1,0,178,29,0.4995255768299103
none,"The Court notes that, had the Parole Board's recommendations been binding on the Secretary of State, the applicant would have joined a pre-release employment scheme in July 1994.",0.0,26#42,0,1,0,178,29,0.4995255768299103
none,The Government found the sum claimed excessive.,0.0,26#39,0,1,0,47,7,0.41817235946655273
none,The Government found the sum claimed excessive.,0.0,26#43,0,1,0,47,7,0.41817235946655273
none,"The principle that crimes committed by young persons should not be punished as severely as the crimes of adults is, in the applicant's submission, contained in all civilised penal codes.",0.0,26#5,0,1,0,186,30,0.5506396293640137
none,This was particularly so in the case of offenders who could be as young as ten at the time of the commission of the offence.,0.0,26#11,0,1,0,124,25,0.5672199726104736
none,in that the former is not solely based on the gravity of the offence but takes into account the age of the offender.,0.0,26#4,0,1,0,116,23,0.41170698404312134
none,"in that theapplicant, after the expiry of his punitive period, wasunable to bring before a court the case of his continueddetention or of his re-detention following the revocationof his licence;",0.0,26#40,0,1,0,194,31,0.3642997443675995
The Commission found that the Parole Board's lack of decision-making power,The Commission found that the Parole Board's lack of decision-making power,1.0,26#25,0,1,0,74,12,0.4665500223636627
The Commission found that the Parole Board's lack of decision-making power,"Indeed, to the extent to which the Parole Board cannot order the release of a prisoner this is not contested by the Government.",0.989309549331665,26#27,0,1,0,127,24,0.4852898418903351
